sampleid	PC1	PC2	PC3	PC4
transE.High_S47_L005	40.54277783383626	113.9091730379342	-49.03945582256876	-1.84535893510418e-12
transE.Low_S45_L005	-123.17811851222307	-38.579670915702565	-42.38438750131677	1.6572333783049231e-12
transE.Medium_S46_L005	95.78193347588595	-95.11458766977472	-18.642695109456092	-7.393345918121907e-13
transE.Pre_S48_L005	-13.14659279749909	19.785085547542984	110.06653843334162	9.336221032385517e-13
