transE_high_s47	transE_low_s45	transE_medium_s46	transE_pre_s48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	13	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
122	232	146	247
0	0	0	0
0	0	0	0
30	208	122	304
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3086	2593	3460	3612
0	0	0	0
0	0	0	0
0	0	8	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	81	272	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
102	58	7	230
0	0	0	0
0	0	37	0
54	0	213	295
0	0	0	0
0	0	0	0
0	0	0	0
56	8	38	21
0	0	0	0
0	0	0	0
0	0	0	0
294	551	66	547
0	0	0	0
0	0	0	0
0	0	0	0
82	13	118	157
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3762	4995	7178	4221
28	261	74	0
0	0	0	0
0	0	0	0
44	87	107	217
0	0	0	0
0	0	0	0
0	0	0	0
1662	1165	1510	2100
0	0	0	0
0	0	0	0
0	0	0	0
122	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
73	321	155	131
0	0	0	165
105	70	0	21
695	839	385	492
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
654	305	119	294
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
253	0	309	173
0	0	0	0
0	0	0	0
0	0	0	0
636	429	728	504
0	0	0	0
273	60	483	428
0	0	0	0
0	0	0	0
1016	623	325	1234
362	1034	536	703
0	0	0	0
0	0	0	0
0	0	0	0
490	554	306	646
0	0	0	0
0	0	0	0
0	0	34	0
0	0	0	0
266	68	239	776
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
165	420	444	475
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
363	368	392	92
0	0	0	0
0	0	0	0
89	65	0	0
402	158	116	636
0	0	0	0
0	0	0	0
616	306	319	582
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
23	723	693	353
0	0	0	0
0	0	0	0
0	0	0	0
4164	4397	2706	4744
44523	42429	53967	64460
833	1094	815	922
0	0	43	48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
12	115	42	193
70	81	170	216
46	0	12	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1693	882	1763	1467
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
803	717	1773	1761
201	703	240	584
0	0	0	0
352	300	93	339
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
717	380	531	910
0	0	0	0
0	0	0	0
0	0	0	0
0	473	310	735
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
962	716	964	1172
25	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
133	94	493	53
0	0	0	0
0	0	0	0
433	175	808	479
0	0	0	0
0	0	0	0
174	1031	638	490
0	0	0	171
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	127	32
367	291	709	429
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
114	184	157	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
27	2139	2319	1570
2	0	0	0
22	0	0	0
0	0	0	0
0	0	0	0
751	531	364	311
3453	2411	5755	3643
0	0	0	0
0	0	9	0
0	0	0	0
590	541	571	747
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
469	658	240	711
330	0	210	218
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
186	127	141	104
14823	14319	28652	21747
943	1366	1276	1375
0	0	0	0
0	0	0	0
331	262	1512	870
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
60	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
272	757	172	656
0	0	0	0
1082	1165	3162	1881
0	0	0	0
967	659	1562	742
0	0	0	0
941	1296	104	1129
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
243	70	298	53
565	749	1093	1626
0	0	0	0
1533	722	1557	1187
0	0	0	0
36	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1277	793	1537	987
0	0	0	51
2	614	673	352
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
52	70	0	119
37	0	31	232
1047	61	968	1236
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
458	888	387	905
0	0	0	0
0	0	0	0
0	0	0	0
839	367	550	762
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10	63	16	85
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	211	64
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	71	0	0
0	0	0	0
296	82	108	152
171	157	146	304
0	0	0	0
0	0	0	0
49	0	0	0
115	256	59	250
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	89	46	0
0	0	0	0
111	59	146	162
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
62	278	101	144
0	0	0	0
0	0	0	0
0	73	0	47
0	0	0	0
28	343	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1904	1193	627	1419
6366	10330	6129	8842
0	142	114	0
1946	3085	935	2161
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
644	900	1416	1210
286	106	741	753
0	0	0	0
0	3	36	0
2820	2461	2785	5785
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1308	1058	1600	938
0	0	0	0
0	0	0	0
28	0	29	0
6717	11711	8289	11076
0	0	0	0
339	652	402	350
318	118	206	429
0	0	0	0
0	0	0	0
47	39	31	0
223	323	267	60
0	0	0	0
0	0	0	0
194	131	95	47
0	0	0	0
0	0	0	0
4384	3713	9374	3251
0	0	0	0
0	0	0	0
0	0	0	0
970	1547	1990	1465
0	0	26	69
30	0	0	79
1217	761	1081	1309
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	130	126	62
10231	8763	19194	12463
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
227	158	95	46
126	34	8	73
108	59	38	156
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	0	9	0
0	0	0	0
10191	6967	5425	6946
48	173	109	152
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
156	1317	91	582
0	0	28	0
1348	1238	889	1394
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	62	89	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
150	80	152	217
0	0	0	0
0	0	37	59
27	163	0	0
88	87	227	237
0	0	0	0
0	0	0	0
1111	872	1120	837
0	0	0	0
0	0	0	0
0	0	11	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1019	883	2258	1351
0	0	0	0
0	0	0	0
0	0	0	0
0	250	11	0
0	0	0	0
899	895	1881	1759
1388	2235	2370	1909
0	0	0	0
0	0	0	0
0	0	0	0
60	465	142	165
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1909	1692	1970	2739
0	0	0	0
0	0	0	0
0	0	0	0
226	674	629	782
139	73	265	451
855	932	1294	830
0	0	0	0
0	0	0	0
0	0	0	0
968	748	246	897
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
414	240	554	255
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
365	242	153	340
0	0	0	0
0	0	0	0
83	144	124	180
0	0	0	0
1461	2568	1300	2505
0	0	0	0
0	196	39	0
0	0	0	0
1642	1813	897	1969
725	1092	833	1004
21381	24086	10930	26358
516	229	214	895
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	26	0	0
0	0	0	0
66	247	35	65
0	0	0	0
0	0	0	0
0	0	0	0
723	518	1265	481
594	1413	1822	1220
96	233	148	346
4866	2458	6301	4794
0	0	0	0
0	0	0	0
246	280	518	162
0	0	0	0
326	598	456	70
0	0	0	0
0	0	0	0
0	0	29	0
0	0	0	0
0	0	0	0
560	271	1085	732
185	379	71	149
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	18	0
0	64	32	253
0	56	49	0
1240	1179	1832	1893
459	674	285	580
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
397	0	344	360
0	0	0	0
0	0	0	0
29	0	23	23
0	0	0	0
365	437	317	568
0	0	0	0
453	337	690	905
6565	5873	16346	8581
1467	1271	675	1855
0	0	0	0
2152	2125	5326	1716
0	784	279	307
0	0	0	0
184	56	171	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	14	0
193	772	404	663
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
90	67	5	59
0	0	0	0
1820	1046	2322	1847
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
180	525	1403	942
32	0	16	92
0	0	0	0
149	0	106	380
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1364	1007	676	1218
0	0	0	0
72	0	56	65
0	0	0	0
45	167	0	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
60	90	93	391
0	0	0	0
0	0	0	0
19	104	24	262
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
102	114	88	76
0	0	0	0
0	0	0	0
87	246	124	357
760	1191	1896	1146
0	0	0	0
182	139	647	173
144	393	314	590
0	0	0	0
20	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
48	0	22	41
0	0	0	0
0	0	0	0
0	0	0	276
0	0	0	0
0	0	0	0
278	824	314	602
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3640	4804	2542	4772
1774	2006	1961	2910
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
104	62	124	599
0	0	0	0
1266	1959	1071	2974
646	147	984	485
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	298	76	127
0	0	0	0
0	1	38	220
55	0	30	0
0	29	0	0
0	0	0	0
0	0	0	0
41	69	78	0
0	0	0	0
261	9150	6574	3879
251	357	103	255
35	0	19	0
0	0	0	0
0	0	0	0
48	241	125	65
0	0	0	0
744	412	441	540
85	119	44	252
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
152	228	131	0
1610	884	1421	1822
20	475	330	106
0	0	0	0
0	0	87	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2709	3344	477	2333
1364	937	762	980
672	731	1210	1692
0	0	0	0
0	0	0	0
265	552	230	547
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2424	2099	3965	1542
0	0	0	0
0	0	0	0
2283	3094	5768	3402
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	23	0	0
0	0	0	0
11988	11098	10903	16071
58	110	55	58
0	0	0	0
2587	2857	2221	3422
82	0	0	9
361	164	172	596
0	0	0	0
0	0	0	0
2574	3619	3711	3469
0	0	0	0
82	60	182	0
7628	6339	6204	8419
131	361	121	326
656	330	682	568
0	0	0	0
0	0	0	0
0	0	0	0
121	565	100	520
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	31	31
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
658	461	133	201
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
410	38	111	216
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
187	421	71	450
0	0	0	0
0	0	0	0
774	439	15	210
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
410	466	519	233
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3463	3756	5135	4776
0	0	0	0
0	0	0	0
0	0	0	0
0	66	92	0
0	0	0	0
0	309	620	313
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
60	135	34	357
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
148	61	513	268
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1927	1910	3279	3020
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
51	0	0	0
1045	341	436	677
14	0	0	0
146	374	703	899
0	0	0	0
262	677	278	619
0	0	0	0
0	0	0	0
215	279	61	213
0	0	0	0
0	0	0	0
4465	3501	4983	3459
0	0	0	0
2224	1538	4383	1631
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
27	0	40	0
0	0	0	0
0	0	0	0
0	0	0	0
172	495	656	237
0	0	0	0
0	0	0	0
0	0	0	0
217	395	80	271
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
865	883	886	1159
0	0	0	0
407	297	322	205
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	241	25	59
0	0	0	0
1928	1762	1633	1787
0	0	0	0
326	232	193	282
2	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
73	0	61	134
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	69	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
116	362	138	185
0	0	0	0
3556	5393	540	4715
920	1419	887	805
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	0	0	0
0	0	0	0
199	276	587	295
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1536	2126	1436	1456
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	45	9	33
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1484	1703	3045	3341
1957	2673	2921	2926
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
41	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	57	87	67
0	0	0	0
0	106	93	62
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	726	544	606
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
534	538	235	359
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17019	11673	18241	19254
109	2119	830	1043
0	415	24	0
139	714	458	316
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
105	131	400	131
0	0	0	0
0	0	0	0
0	0	0	0
0	0	10	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1067	727	1139	844
0	0	0	0
230	574	446	214
0	0	0	0
846	620	983	503
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
873	476	231	649
1802	607	3023	1830
0	0	0	0
50	151	0	53
292	252	136	264
0	0	0	0
2460	2724	2709	3247
0	0	0	0
0	0	0	0
101	656	429	423
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	146	0
0	0	0	0
0	0	0	0
2469	2923	4016	5458
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
52	0	140	0
0	0	0	0
0	0	14	0
0	0	0	0
0	0	0	0
0	194	71	217
0	0	0	0
0	0	0	53
0	0	0	0
59	0	28	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
79	244	461	260
0	0	0	0
0	0	0	0
219	163	511	123
125	396	357	101
0	0	0	0
37	49	194	144
0	0	0	0
11118	9604	11404	11456
0	0	200	135
0	0	0	0
101	1089	420	239
569	400	660	1092
5224	3066	6513	5633
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
141	65	34	155
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1439	1028	558	1362
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
312	151	756	654
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
699	726	339	898
0	0	0	0
1783	652	2552	1497
0	0	0	0
147	0	27	145
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6521	6788	20154	8727
0	0	0	0
700	741	1705	374
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
512	47	459	625
3830	5219	1981	5861
0	0	0	0
0	66	53	0
3239	3947	6044	5209
0	0	0	0
0	0	0	0
2835	2238	2652	4355
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	0	63	232
0	0	0	0
0	0	0	0
0	0	0	0
881	892	646	1181
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	112	54	0
0	0	0	0
0	0	0	0
0	0	0	0
91	0	82	239
0	0	0	0
3	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
628	1020	567	859
0	0	0	0
0	0	0	0
0	72	0	50
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
78	169	160	259
0	0	0	0
0	78	0	0
3540	3703	2114	4304
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1030	1413	1050	1837
0	0	0	0
0	0	0	0
6731	5612	12087	6650
0	0	0	0
1290	1485	1475	1293
616	519	1558	667
41	0	88	0
0	0	0	0
104	0	0	0
31	0	0	0
0	0	0	0
0	0	0	0
818	1202	546	1232
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1812	2742	2189	2203
0	0	0	0
0	0	0	0
0	0	0	0
0	0	42	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
19	51	31	90
0	0	0	0
186	171	567	146
326	423	341	309
188	202	80	238
0	0	0	0
0	0	0	0
39	0	50	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1120	1578	827	1499
0	0	0	0
166	510	63	121
0	0	0	0
134	174	343	354
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
140	342	608	417
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	7	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1166	2175	867	1847
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
620	1182	1333	912
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5394	5513	2948	7401
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5489	4728	6345	4831
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	287	9	62
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1784	3302	1386	2190
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
353	599	277	346
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1926	2566	1201	2186
373	235	782	557
2677	1933	1941	2163
0	82	5	0
0	0	0	0
0	0	58	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	273	36	265
0	0	0	0
0	0	0	0
2941	2891	1107	2856
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	323	70	49
0	0	0	0
0	0	0	0
0	0	0	0
570	315	680	870
0	0	0	0
704	2279	997	1195
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	76	37	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
325	444	151	379
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	54	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	0	0	0
0	0	0	0
120	0	19	0
2294	3559	2383	3152
478	786	759	1122
0	0	0	0
0	0	0	0
0	0	0	0
6474	6284	9045	7676
4889	3181	4044	4638
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
540	1378	113	1097
4778	4850	7320	7040
238	112	223	235
0	0	0	0
0	0	0	0
1509	1237	1838	1673
0	0	0	0
0	0	0	0
261	350	177	379
2391	2587	478	2320
0	0	0	0
0	0	0	0
730	186	352	245
11742	12091	15643	14016
58	0	64	80
21	0	0	158
0	0	0	0
0	0	0	0
0	0	0	0
85	0	0	108
0	0	0	0
0	0	0	0
1350	1447	952	2464
66	702	219	499
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
415	461	592	748
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
93	85	280	138
0	0	0	0
104	855	537	294
409	6400	4156	2335
303	245	687	253
108	309	614	379
0	0	0	0
0	0	0	0
22	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	16	0
0	0	0	0
0	0	0	0
884	889	1229	1083
329	184	583	326
0	0	0	0
719	1648	891	663
0	0	0	0
0	0	0	0
2639	2728	5132	3292
0	0	0	0
0	0	0	0
0	0	194	104
0	0	0	0
0	0	0	0
0	0	0	0
656	1321	1946	934
0	0	0	0
175	576	590	386
0	0	0	0
0	0	0	0
0	0	0	0
2311	1037	2505	2591
0	0	0	0
28	93	7	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	30	0
0	0	0	0
0	0	0	0
0	11	0	16
1753	2467	3580	1880
0	0	0	0
0	0	0	0
73	0	0	31
2885	1432	2592	2455
0	0	0	0
69	186	43	230
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
256	269	252	219
0	0	0	0
0	0	51	59
0	0	0	0
0	0	0	0
0	0	11	0
581	320	892	376
0	0	0	0
473	439	674	427
946	753	1197	1302
1381	280	800	1391
0	0	0	0
0	0	0	0
0	0	0	0
363	150	748	592
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
348	685	964	413
0	0	0	0
0	0	0	0
0	0	0	0
57	1174	1285	763
0	0	0	0
1690	379	1322	643
0	0	0	0
49	0	89	130
0	64	0	0
0	0	0	0
0	0	0	0
0	0	0	0
720	1743	1353	1035
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
65	164	36	77
0	0	0	0
0	0	0	0
67	0	39	31
0	0	0	0
2687	2085	3640	3390
0	0	0	0
0	0	0	0
2210	1754	3846	3387
0	0	0	0
640	535	1491	1104
22	0	8	182
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
455	741	478	960
0	120	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5447	6213	3434	7396
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
49	0	68	136
0	0	0	0
0	0	0	0
40	156	126	73
1882	1116	1531	1989
0	0	0	0
3528	3970	9292	4459
0	0	0	0
0	0	0	73
744	955	462	819
1	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
21	0	0	0
0	0	0	0
3297	3468	3291	5442
0	0	0	0
18608	13838	9044	17226
