transE_high_s47	transE_low_s45	transE_medium_s46	transE_pre_s48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15.792252393356977	267.1652229475496	120.17326438882976	67.87319540653266
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.600021464303045	11.108113151066313	15.058046121392675	9.809576278471303
0	0	0	0
13.291812431075456	18.457589828055806	25.431954872861795	47.431852930296216
0.6580105163898741	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.8225131454873426	4.060669762172277	2.249444499680804	4.564571620907167
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
136.2739779443429	174.91083306150338	91.98904801047617	177.50796843788677
0	0	0	0
1.0528168262237985	12.618279591543606	15.931359868327576	8.533764334739486
0	0	0	0
0	0	0	0
0	0	0	0
2.862345746295952	2.5169440674621555	2.8845817701789134	0
0	0	0	0
0	0	0	0
0	0	0	0
140.32074262014063	136.7204017445443	133.37882680460297	135.51957980084632
0	0	0	0
14.377529783118748	33.12298392780197	4.578281158173872	13.523606603557258
0	0	0	0
27.340336955999266	10.504046574875396	9.394738792784533	25.54459025116371
0.8554136713068362	0	5.3457386933590865	4.6779771270166615
0	0	0	0
0	0	0	0
0.4606073614729118	0	0	0
0	0	0	2.3815156282993915
0	0	0	0
1.5134241876967103	3.6579587113783325	2.8845817701789134	4.592922997434541
0	0	0	0
0	0	0	0
2.9939478495739267	5.872869490745029	0	1.0206495549854535
12.600901388866088	12.24912779498249	19.47754296194202	15.054580936035439
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.507372037270637	0	0	0.8221899192938376
0	0	0	0
0	0	0	0
0	0	0	0
0.0329005258194937	1.9464367455040668	1.1644183292465338	10.886928586511504
7.007811999552159	16.8131863706472	18.260196526820643	8.959034982650092
0	0	0	0
105.38038419983833	127.5251660847492	125.51900308218886	77.71112306153134
24.905698045356733	42.72093063839098	37.10260221826455	41.33630697691087
94.88511646341983	106.41639517229993	166.2207164999427	130.3596292728643
0	0	0.37049674112389713	0
2.434638910642534	21.343685692079077	8.20385641060058	17.124231422533718
0	0	0	0
0	0	0.13232026468710611	0
0	0	0	0
0.7567120938483551	0	0	0
3.421654685227345	12.618279591543606	13.946555898020984	12.134389153715947
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.39696079406131834	0
0	0	0	0
0	0	0	0
11.778388243378746	23.625714979911432	7.9392158812263665	10.490009315128273
0	0	0	0
0	0	0	0
88.89722076427198	194.61011529617386	149.04554614355632	119.07578141496957
6.777508318815703	4.127788270637935	0.10585621174968489	2.6933807701005024
0	0	0	0
0	0	0	0
78.92836144096539	46.98295592596023	109.66703537267354	49.047881392356516
0	0	1.6143072291826945	0
69.71621421150715	79.73678805720108	27.416758843168385	79.75242217150225
0	0	0	0
8.98184354872178	12.685398100009264	12.78213756877445	3.4305165598122187
0	0	0	0
0	0	0	0
12.568000863046594	17.21589742144114	11.220758445466599	2.7784348996826234
0	0	0	0
0	0	0	0
0	0	1.7201634409323794	0
48.5940766353922	51.88260704395323	49.67302736353963	51.45774839718328
1.3489215585992418	0	0	0
0	0	0	0
0	0	0	0
29.116965350251927	15.907086506360823	35.62061525376897	40.62752256372652
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
65.20884217423652	35.40501321563432	41.44270690000163	38.41611519459138
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
145.09131886396722	155.94985441995516	290.6546934116973	141.55842300117692
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.600021464303045	20.538263590491187	10.294516592656855	14.430850652433218
0	0	0	0
0	0	0	0
53.89106129233068	70.20595985507772	34.059236130461116	63.081812773406504
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3.092649427032408	23.726392742609917	12.702745409962187	1.8995422273340385
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
33.4269342326056	12.114890778051175	18.895333797318752	15.338094701309176
31.156797951060536	27.552147725152395	15.719647444828206	38.444466571118745
79.45476985407728	86.51575741223249	127.98016000536903	93.04921776284051
0	0	0	0
339.4347248797165	292.7709339271979	332.229720576386	301.88545726347525
0	0	0	0
53.59495655995524	22.384022573296768	73.78177958953037	38.24600693542713
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.211267304895194	1.9464367455040668	5.716235434482984	5.018193645345146
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1.8457589828055807	0	0
0	0	0	0.7938385427664638
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
20.562828637183564	2.7854181013247854	3.0169020348660194	5.641923928947368
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6.448503060620766	6.6447323381000905	3.5197190406770225	3.9124899607775716
0	0	0	0
0	0	0	0
0	0	0	0
18.161090252360523	37.04941667304293	37.1555303241394	28.436430656955828
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
121.60034342884872	128.93465476252803	31.915647842529996	126.16362554681301
10.49526773641849	40.43890135055863	30.592445195658932	31.35662243927532
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9.014744074541275	5.7050732195808855	1.5878431762452734	16.670609398095742
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.987015774584811	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1.912877491271238	0.5557451116858456	3.600624818976461
0	0	0	0
0	0	0	0
0	0	0	0
61.392381179175246	64.5680051439625	87.27844658761519	43.12244369813541
0	0	0	0
0	0	0	0
19.871917594974196	19.16233416694521	11.141366286654334	10.85857720998413
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3.8164609950612696	1.7786404743399231	4.9487778992977685	6.5208166012959525
0	0	0	0
0	0	0	0
56.753407038626634	96.18082263128717	46.073916164050345	94.66524622490081
0	0	0	0
1.9082304975306348	0	0	2.126353239553028
5.362785708577474	5.335921423019769	5.134026269859717	3.884138584250198
3.0597489012129144	2.5169440674621555	2.355300711430489	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
25.794012242483063	14.3633608116507	29.216314442913028	12.6163625546813
0	0	0	0
0	0	0	0
0	0	0	0
25.33340488101015	14.732512608211817	8.071536145913473	19.987720451798463
0	0	0	0
15.232943454425584	7.349476676989494	13.41727483927256	20.894964500674423
0	3.45660318598136	0.13232026468710611	1.2191091906770695
0	0	0	0
0	0	0	0
0	0	0	0
1.3818220844187354	4.731854846828853	2.0906601820562765	0
0	0	0	0
0.6909110422093677	0	0.10585621174968489	0
0	0	0	0
11.383581933544821	5.906428744977858	8.336176675287685	6.5775193543507005
0	0	0	0
0	0	0	0
0.2961047323754433	4.228466033336421	0.7939215881226367	9.412657007088072
0	0	0	0
0	2.1477922709010393	0	0
0	0	0	0
0	0	0	0
25.662410139205086	46.748041146330436	15.37561475664173	30.59113527303623
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10.49526773641849	6.275580541538974	6.2190524402939875	7.484763403226659
0	0	0	0
0	0	0	0
2.500439962281521	0	3.9696079406131832	5.188301904509388
0	0	0.34403268818647587	0.9922981784580798
178.5840541482118	136.65328323607864	124.72508149406622	146.03794049250197
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.211267304895194	15.806408743662336	15.560863127203678	15.082932312562813
0	53.76192528099164	14.661085327331357	24.750751708397246
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
18.8191007687504	27.317232945522594	35.62061525376897	32.575731629952394
2.072733126628103	3.758636474076819	5.398666799233929	4.5078688678524195
10.659770365515959	13.658616472761297	9.95048390447038	9.752873525416556
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
125.3839038980905	73.62900378682626	127.21270247018381	118.82061902622321
18.8191007687504	9.56438745635619	16.751745509387632	10.291549679436656
13.258911905255962	11.913535252654203	21.22417045581182	13.60866073313938
0	0	0	0
0	0	0	0
0	0	0.238176476436791	0
4.244167830714687	44.93584141775768	21.40941882637377	13.466903850502511
76.42792147868387	58.89649117861444	156.5084090719091	55.11507596921449
87.54829920567273	137.0895535411054	102.81284566188145	95.4307333911399
0	0	0	0
80.27728299956463	88.83134595429767	44.856569728928974	62.57148799591378
0	0	0	0
2.862345746295952	4.396262304500564	0.5028170058110032	1.474271579423433
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
57.93782596812841	69.2327414823257	78.5717731712036	48.79271900361015
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1.667235335057537	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
36.124777349804084	91.11337524213003	120.09387223001751	70.45317067052366
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
104.16306474451706	50.13752582384613	53.88081178058961	77.34255516667548
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
55.27288337674942	36.14331680875655	95.21766246884155	78.05133957985981
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12.43639875976862	12.349805557680977	21.594667196935717	10.77352308040201
0	0	0	0
0	0	0	0
0	0	0	0
4.573173088909624	5.134565897622797	3.7578955171138135	7.087844131843427
0	0	0	0
0.6909110422093677	4.429821558733393	0.31756863524905465	0
0	0	0	0
12.995707698700013	14.262683048952214	10.506229016156226	23.758453529939167
0	0	0	0
10.692670891335453	12.114890778051175	13.973019950958406	14.742715794234329
0	0	0	0
1.0199163004043048	0	6.907117816666939	3.4305165598122187
0	0	0	0
0	0	0	0
5.132482027841018	11.779298235722887	2.0641961291188555	8.193547816411002
0	0	0	0
0	0	0	0
45.13952142434536	4.631177084130366	20.324392655939498	29.59883709457815
32.768923716215724	3.0203328809545864	26.41112483154638	22.369236080097856
10.13336195240406	15.94064576059365	17.889699785696745	26.82040219489553
0	0	0	0
0	0	0	0
0	0	0.07939215881226366	0
0	0	0	0
0	0	0	0
0	0	0	0
2.9281467979349394	4.966769626458653	4.128392258237711	3.8274358311954506
0	0	0	0
0	0	0	0
0	0	0	0
48.692778212850676	49.902611044216336	44.48607298780507	54.80321082741338
0.9541152487653174	0.03355925423282874	1.5084510174330097	2.0980018630256545
1.77662839425266	0	0.7939215881226367	0
105.44618525147732	107.188258019655	113.74249952503641	66.37057245058185
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1.6143072291826945	0
0	0	0	0
0	0	0	0
0	0	0	0
187.6645992743921	155.0773138099016	157.83161171878018	159.84506086133297
0	0	0	0
0	0	0	1.8995422273340385
478.3407448896189	645.0088663549684	675.6008074394264	582.0537601069823
0.0987015774584811	0	0	0
0.7238115680288615	13.289464676200181	5.266346534546823	3.969192713832319
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.028351376527373708
0	0	0	0
0	0	0	0
0	0	0	0
172.8922631814394	146.58682248899592	133.61700328103976	150.2055928420259
0	0	0	0
0	0	0	0
4.046764675797725	12.047772269585517	3.4932549877396015	6.0104918238032266
0	0	0	0
0	0	0	0
0	0	0	3.2320569241206027
0	0	0	0
5.5930893893139295	1.174573898149006	0.5822091646232669	1.559325709005554
0	0	0	0
0	0	0	0
7.665822515942033	21.31012643784625	16.248928503576632	15.253040571727055
26.978431171984834	56.54734338231643	67.77443957273574	31.2715683096932
0	0	0	0
0	0	0	0
2.40173838482304	1.141014643916177	0.15878431762452733	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1.0067776269848623	0.21171242349936978	0.08505412958212112
0	0	0	0
114.23062564528213	117.49094906913342	175.13910233985365	93.75800217602486
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4.309968882353675	17.55148996376943	8.177392357663157	12.332848789407564
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7.402618309386083	5.06744738915714	2.355300711430489	6.492465224768579
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0329005258194937	4.194906779103593	6.3513727049810935	5.159950527982015
0	0	0	0
23.622577538396477	136.18345367681903	31.730399471968045	77.82452856764083
0	0	0	0
0	0	0	0
0	0.03355925423282874	0	0.028351376527373708
0	0	0	0
3.7177594176027884	1.912877491271238	8.442032887037369	10.09309004374504
0	0	0	0
121.04103448991732	147.29156682788533	64.54582511437036	127.69459987929118
82.41581717783173	72.0517188378833	106.51781307312042	103.56757845449616
2.0398326008086096	0.13423701693131496	1.905411811494328	3.3454624302300977
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.6880653763729517	4.366111985215551
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11.745487717559252	5.537276948416742	19.159974326692964	15.933473608384023
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15.29874450606457	35.807724266428266	14.925725856705569	29.372026082359163
0	0	0	0
2.072733126628103	20.571822844724018	10.929653863154964	9.894630408053423
0	0	0	0
0	0	0	0
9.60695353929216	11.6786204730244	24.399856808302367	22.31253332704311
0	0	0	0
4.6718746663681054	3.590840202912675	0	1.6443798385876751
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.5792252393356976	9.631505964821848	10.532693069093646	3.8274358311954506
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	5.671513965348057	2.725797452554386	3.5439220659217137
0	0	0	0
72.38115680288614	116.98756025564099	60.999642020755914	66.88089722807457
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.2831205069602545	0	0.7939215881226367	1.927893603861412
0	0	0	0
0	17.517930709536603	6.6160132343553055	8.618818464321608
53.10144867266283	238.13646803615273	195.62227931341766	141.81358538992328
5.033780450382537	3.72507721984399	10.40037280440654	4.763031256598783
24.313488580605846	66.61511965216505	81.90624384131868	63.53543479784448
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13.42341453435343	0	6.324908652043672	5.982140447275852
0	0	0	0
0	0	0	0
0	0	0	0
143.24888941807558	99.43607029187156	200.57105721271543	160.41208839188045
68.03828739471298	79.83746581989956	89.10446624029726	84.03348002713567
0	0	0	0
30.72909111540712	29.59926223335495	42.71298144099785	45.02198592546945
13.587917163450898	7.416595185455152	5.557451116858457	11.680767129277967
0	0	0.8468496939974791	2.438218381354139
9.113445651999756	6.443376812703118	5.610379222733299	8.817278100013223
0	0	0	0
30.136881650656232	32.14976555504993	15.455006915453994	30.903000414837344
17.86498551998508	43.35855646881473	29.772059554598876	16.89742041031473
29.21566692771041	2.6176218301606418	20.271464550064657	13.38184972092039
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3.7835604692417757	6.577613829634433	4.0225360464880255	3.969192713832319
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.8733137469349004	0
5.099581502021524	15.000986642074446	8.600817204661897	2.154704616080402
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1.2702745409962186	1.3041633202591907
0	0	0	0
0	0	0	0
0	0	0	0
2.434638910642534	2.0135552539697246	0.31756863524905465	0.6237302836022216
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.37049674112389713	0.22681101221898967
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.5593089389313929	0	0	0
12.370597708129631	22.451141081762426	16.936993879949583	12.871524943427664
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17.50307973597065	20.03487477699876	15.455006915453994	22.596047092316844
13.127309801977987	7.9535432531804116	22.891405790869356	13.807120368830995
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
97.48425800315984	99.90589985113115	102.99809403244339	102.03660412201798
0	0	0	0
9.475351436014186	6.946765626195549	8.230320463538	2.5799752639910074
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1.217319455321267	0	0.15878431762452733	3.487219312866966
41.48756305838156	25.236559183087213	33.45056291290042	43.83122811131975
0	0	0	0
45.040819846886876	23.256563183350316	35.93818388901802	61.068865039962965
0	0	0	0
0	0	0	0
3.750659943422282	5.906428744977858	5.583915169795878	1.5876770855329276
0	0	0	0
0	0	0	0
66.03135531972386	64.43376812703119	49.51424304591511	56.02232001809045
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
69.38720895331221	92.45574541144317	55.600975221521985	75.32960743323194
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
23.787080167493947	0	9.130098263410321	10.121441420272413
0	0	0	0
40.30314412887979	22.35046331906394	51.97539996909528	20.923315877201798
281.9246057472415	55.708362026495706	199.1419983540947	143.6280734876752
0	0	0	0
1.3160210327797481	0.06711850846565748	2.5405490819924372	3.7140303250859557
73.56557573238791	123.69941110220674	115.64791133653074	83.63656075575244
0	0	0	0
37.53949996004231	48.89583341723147	69.28289059016876	69.80108901039407
0.6580105163898741	0.23491477962980117	14.740477486143622	0.680433036656969
0	0	0	0
0	0	0	0
1.2831205069602545	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
87.61410025731173	149.77495164111465	109.32300268448707	125.22803012140967
0.4935078872924055	0.3355925423282874	0	1.1057036845675747
0	0	0	0
0	0	0	0
69.68331368568766	34.398235588649456	144.46726498538246	72.97644318145993
0	1.409488677778807	2.5140850290550163	1.5876770855329276
21.78014809250483	25.169440674621555	19.609863226629127	18.825314014176143
30.103981124836736	20.135552539697244	30.08962818984793	26.45183430003967
0	0	0	0
94.16130489539097	110.2421501548424	39.7754715649441	100.70408942523142
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
58.72743858779626	38.190431316959106	30.565981142721512	45.64571620907167
192.82998182805258	166.92373055409016	180.37898482146306	203.08091006557788
0	0	0.44988889993616077	0
0	0	0	0
0	0	0	0
12.63380191468558	18.289793556891663	3.46679093480218	16.89742041031473
0	0	0	0
0	0	0	0
